hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0012758	2	ID	hed:HED_0012755		An alphanumeric name that identifies either a unique object or a unique class of objects. Here the object or class may be an idea, physical countable object (or class), or physical uncountable substance (or class).	hed:HED_0012755			
hed:HED_0012759	3	ID-#	hed:HED_0012758	takesValue, valueClass=textClass		hed:HED_0012758 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011305)			
hed:HED_0012760	2	Label	hed:HED_0012755		A string of 20 or fewer characters identifying something. Labels usually refer to general classes of things while IDs refer to specific instances. A term that is associated with some entity. A brief description given for purposes of identification. An identifying or descriptive marker that is attached to an object.	hed:HED_0012755			
hed:HED_0012761	3	Label-#	hed:HED_0012760	takesValue, valueClass=nameClass		hed:HED_0012760 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012762	2	Metadata	hed:HED_0012755		Data about data. Information that describes another set of data.	hed:HED_0012755			
hed:HED_0012763	3	Creation-date	hed:HED_0012762		The date on which the creation of this item began.	hed:HED_0012762			
hed:HED_0012764	4	Creation-date-#	hed:HED_0012763	takesValue, valueClass=dateTimeClass		hed:HED_0012763 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011301)			
hed:HED_0012765	3	Experimental-note	hed:HED_0012762		A brief written record about the experiment.	hed:HED_0012762			
hed:HED_0012766	4	Experimental-note-#	hed:HED_0012765	takesValue, valueClass=textClass		hed:HED_0012765 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011305)			
hed:HED_0012767	3	Library-name	hed:HED_0012762		Official name of a HED library.	hed:HED_0012762			
hed:HED_0012768	4	Library-name-#	hed:HED_0012767	takesValue, valueClass=nameClass		hed:HED_0012767 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012769	3	Metadata-identifier	hed:HED_0012762		Identifier (usually unique) from another metadata source.	hed:HED_0012762			
hed:HED_0012770	4	CogAtlas	hed:HED_0012769		The Cognitive Atlas ID number of something.	hed:HED_0012769			
hed:HED_0012771	5	CogAtlas-#	hed:HED_0012770	takesValue		hed:HED_0012770 and (hed:HED_0010503 value true)			
hed:HED_0012772	4	CogPo	hed:HED_0012769		The CogPO ID number of something.	hed:HED_0012769			
hed:HED_0012773	5	CogPo-#	hed:HED_0012772	takesValue		hed:HED_0012772 and (hed:HED_0010503 value true)			
hed:HED_0012774	4	DOI	hed:HED_0012769		Digital object identifier for an object.	hed:HED_0012769			
hed:HED_0012775	5	DOI-#	hed:HED_0012774	takesValue		hed:HED_0012774 and (hed:HED_0010503 value true)			
hed:HED_0012776	4	OBO-identifier	hed:HED_0012769		The identifier of a term in some Open Biology Ontology (OBO) ontology.	hed:HED_0012769			
hed:HED_0012777	5	OBO-identifier-#	hed:HED_0012776	takesValue, valueClass=nameClass		hed:HED_0012776 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012778	4	Species-identifier	hed:HED_0012769		A binomial species name from the NCBI Taxonomy, for example, homo sapiens, mus musculus, or rattus norvegicus.	hed:HED_0012769			
hed:HED_0012779	5	Species-identifier-#	hed:HED_0012778	takesValue		hed:HED_0012778 and (hed:HED_0010503 value true)			
hed:HED_0012780	4	Subject-identifier	hed:HED_0012769		A sequence of characters used to identify, name, or characterize a trial or study subject.	hed:HED_0012769			
hed:HED_0012781	5	Subject-identifier-#	hed:HED_0012780	takesValue		hed:HED_0012780 and (hed:HED_0010503 value true)			
hed:HED_0012782	4	UUID	hed:HED_0012769		A unique universal identifier.	hed:HED_0012769			
hed:HED_0012783	5	UUID-#	hed:HED_0012782	takesValue		hed:HED_0012782 and (hed:HED_0010503 value true)			
hed:HED_0012784	4	Version-identifier	hed:HED_0012769		An alphanumeric character string that identifies a form or variant of a type or original.	hed:HED_0012769			
hed:HED_0012785	5	Version-identifier-#	hed:HED_0012784	takesValue	Usually is a semantic version.	hed:HED_0012784 and (hed:HED_0010503 value true)			
hed:HED_0012786	3	Modified-date	hed:HED_0012762		The date on which the item was modified (usually the last-modified data unless a complete record of dated modifications is kept.	hed:HED_0012762			
hed:HED_0012787	4	Modified-date-#	hed:HED_0012786	takesValue, valueClass=dateTimeClass		hed:HED_0012786 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011301)			
hed:HED_0012788	3	Pathname	hed:HED_0012762		The specification of a node (file or directory) in a hierarchical file system, usually specified by listing the nodes top-down.	hed:HED_0012762			
hed:HED_0012789	4	Pathname-#	hed:HED_0012788	takesValue		hed:HED_0012788 and (hed:HED_0010503 value true)			
hed:HED_0012790	3	URL	hed:HED_0012762		A valid URL.	hed:HED_0012762			
hed:HED_0012791	4	URL-#	hed:HED_0012790	takesValue		hed:HED_0012790 and (hed:HED_0010503 value true)			
hed:HED_0012792	2	Parameter	hed:HED_0012755		Something user-defined for this experiment.	hed:HED_0012755			
hed:HED_0012793	3	Parameter-label	hed:HED_0012792		The name of the parameter.	hed:HED_0012792			
hed:HED_0012794	4	Parameter-label-#	hed:HED_0012793	takesValue, valueClass=nameClass		hed:HED_0012793 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012795	3	Parameter-value	hed:HED_0012792		The value of the parameter.	hed:HED_0012792			
hed:HED_0012796	4	Parameter-value-#	hed:HED_0012795	takesValue, valueClass=textClass		hed:HED_0012795 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011305)			
hed:HED_0012797	1	Organizational-property	hed:HED_0012412		Relating to an organization or the action of organizing something.	hed:HED_0012412			
hed:HED_0012798	2	Collection	hed:HED_0012797	reserved	A tag designating a grouping of items such as in a set or list.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012799	3	Collection-#	hed:HED_0012798	takesValue, valueClass=nameClass	Name of the collection.	hed:HED_0012798 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012800	2	Condition-variable	hed:HED_0012797	reserved	An aspect of the experiment or task that is to be varied during the experiment. Task-conditions are sometimes called independent variables or contrasts.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012801	3	Condition-variable-#	hed:HED_0012800	takesValue, valueClass=nameClass	Name of the condition variable.	hed:HED_0012800 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012802	2	Control-variable	hed:HED_0012797	reserved	An aspect of the experiment that is fixed throughout the study and usually is explicitly controlled.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012803	3	Control-variable-#	hed:HED_0012802	takesValue, valueClass=nameClass	Name of the control variable.	hed:HED_0012802 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012804	2	Def	hed:HED_0012797	requireChild, reserved	A HED-specific utility tag used with a defined name to represent the tags associated with that definition.	hed:HED_0012797 and (hed:HED_0010501 value true) and (hed:HED_0010310 value true)			
hed:HED_0012805	3	Def-#	hed:HED_0012804	takesValue, valueClass=nameClass	Name of the definition.	hed:HED_0012804 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012806	2	Def-expand	hed:HED_0012797	requireChild, reserved, tagGroup	A HED specific utility tag that is grouped with an expanded definition. The child value of the Def-expand is the name of the expanded definition.	hed:HED_0012797 and (hed:HED_0010501 value true) and (hed:HED_0010310 value true) and (hed:HED_0010314 value true)			
hed:HED_0012807	3	Def-expand-#	hed:HED_0012806	takesValue, valueClass=nameClass		hed:HED_0012806 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012808	2	Definition	hed:HED_0012797	requireChild, reserved, topLevelTagGroup	A HED-specific utility tag whose child value is the name of the concept and the tag group associated with the tag is an English language explanation of a concept.	hed:HED_0012797 and (hed:HED_0010501 value true) and (hed:HED_0010310 value true) and (hed:HED_0010315 value true)			
hed:HED_0012809	3	Definition-#	hed:HED_0012808	takesValue, valueClass=nameClass	Name of the definition.	hed:HED_0012808 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012810	2	Event-context	hed:HED_0012797	reserved, topLevelTagGroup, unique	A special HED tag inserted as part of a top-level tag group to contain information about the interrelated conditions under which the event occurs. The event context includes information about other events that are ongoing when this event happens.	hed:HED_0012797 and (hed:HED_0010310 value true) and (hed:HED_0010315 value true) and (hed:HED_0010316 value true)			
hed:HED_0012811	2	Event-stream	hed:HED_0012797	reserved	A special HED tag indicating that this event is a member of an ordered succession of events.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012812	3	Event-stream-#	hed:HED_0012811	takesValue, valueClass=nameClass	Name of the event stream.	hed:HED_0012811 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012813	2	Experimental-intertrial	hed:HED_0012797	reserved	A tag used to indicate a part of the experiment between trials usually where nothing is happening.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012814	3	Experimental-intertrial-#	hed:HED_0012813	takesValue, valueClass=nameClass	Optional label for the intertrial block.	hed:HED_0012813 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012815	2	Experimental-trial	hed:HED_0012797	reserved	Designates a run or execution of an activity, for example, one execution of a script. A tag used to indicate a particular organizational part in the experimental design often containing a stimulus-response pair or stimulus-response-feedback triad.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012816	3	Experimental-trial-#	hed:HED_0012815	takesValue, valueClass=nameClass	Optional label for the trial (often a numerical string).	hed:HED_0012815 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012817	2	Indicator-variable	hed:HED_0012797	reserved	An aspect of the experiment or task that is measured as task conditions are varied during the experiment. Experiment indicators are sometimes called dependent variables.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012818	3	Indicator-variable-#	hed:HED_0012817	takesValue, valueClass=nameClass	Name of the indicator variable.	hed:HED_0012817 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012819	2	Recording	hed:HED_0012797	reserved	A tag designating the data recording. Recording tags are usually have temporal scope which is the entire recording.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012820	3	Recording-#	hed:HED_0012819	takesValue, valueClass=nameClass	Optional label for the recording.	hed:HED_0012819 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012821	2	Task	hed:HED_0012797	reserved	An assigned piece of work, usually with a time allotment. A tag used to indicate a linkage the structured activities performed as part of the experiment.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012822	3	Task-#	hed:HED_0012821	takesValue, valueClass=nameClass	Optional label for the task block.	hed:HED_0012821 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012823	2	Time-block	hed:HED_0012797	reserved	A tag used to indicate a contiguous time block in the experiment during which something is fixed or noted.	hed:HED_0012797 and (hed:HED_0010310 value true)			
hed:HED_0012824	3	Time-block-#	hed:HED_0012823	takesValue, valueClass=nameClass	Optional label for the task block.	hed:HED_0012823 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012825	1	Sensory-property	hed:HED_0012412		Relating to sensation or the physical senses.	hed:HED_0012412			
hed:HED_0012826	2	Sensory-attribute	hed:HED_0012825		A sensory characteristic associated with another entity.	hed:HED_0012825			
hed:HED_0012827	3	Auditory-attribute	hed:HED_0012826		Pertaining to the sense of hearing.	hed:HED_0012826			
hed:HED_0012828	4	Loudness	hed:HED_0012827		Perceived intensity of a sound.	hed:HED_0012827			
hed:HED_0012829	5	Loudness-#	hed:HED_0012828	takesValue, valueClass=numericClass, valueClass=nameClass		hed:HED_0012828 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010108 some hed:HED_0011302)			
hed:HED_0012830	4	Pitch	hed:HED_0012827		A perceptual property that allows the user to order sounds on a frequency scale.	hed:HED_0012827			
hed:HED_0012831	5	Pitch-#	hed:HED_0012830	takesValue, valueClass=numericClass, unitClass=frequencyUnits		hed:HED_0012830 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011505)			
hed:HED_0012832	4	Sound-envelope	hed:HED_0012827		Description of how a sound changes over time.	hed:HED_0012827			
hed:HED_0012833	5	Sound-envelope-attack	hed:HED_0012832		The time taken for initial run-up of level from nil to peak usually beginning when the key on a musical instrument is pressed.	hed:HED_0012832			
hed:HED_0012834	6	Sound-envelope-attack-#	hed:HED_0012833	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012833 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012835	5	Sound-envelope-decay	hed:HED_0012832		The time taken for the subsequent run down from the attack level to the designated sustain level.	hed:HED_0012832			
hed:HED_0012836	6	Sound-envelope-decay-#	hed:HED_0012835	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012835 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012837	5	Sound-envelope-release	hed:HED_0012832		The time taken for the level to decay from the sustain level to zero after the key is released.	hed:HED_0012832			
hed:HED_0012838	6	Sound-envelope-release-#	hed:HED_0012837	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012837 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012839	5	Sound-envelope-sustain	hed:HED_0012832		The time taken for the main sequence of the sound duration, until the key is released.	hed:HED_0012832			
hed:HED_0012840	6	Sound-envelope-sustain-#	hed:HED_0012839	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012839 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
